Comment,Id,Language_Type,Part1,Part2b,Part2t,Ref_Name,Scope
,guj,L,gu,guj,guj,Gujarati,I
,guk,L,,,,Gumuz,I
,gul,L,,,,Sea Island Creole English,I
,gum,L,,,,Guambiano,I
,gun,L,,,,Mbyá Guaraní,I
,guo,L,,,,Guayabero,I
,gup,L,,,,Gunwinggu,I
,guq,L,,,,Aché,I
,gur,L,,,,Farefare,I
,gus,L,,,,Guinean Sign Language,I
,gut,L,,,,Maléku Jaíka,I
,guu,L,,,,Yanomamö,I
,guw,L,,,,Gun,I
,gux,L,,,,Gourmanchéma,I
,guz,L,,,,Gusii,I
,gva,L,,,,Guana (Paraguay),I
,gvc,L,,,,Guanano,I
,gve,L,,,,Duwet,I
,gvf,L,,,,Golin,I
,gvj,L,,,,Guajá,I
,gvl,L,,,,Gulay,I
,gvm,L,,,,Gurmana,I
,gvn,L,,,,Kuku-Yalanji,I
,gvo,L,,,,Gavião Do Jiparaná,I
,gvp,L,,,,Pará Gavião,I
,gvr,L,,,,Gurung,I
,gvs,L,,,,Gumawana,I
,gvy,E,,,,Guyani,I
,gwa,L,,,,Mbato,I
,gwb,L,,,,Gwa,I
,gwc,L,,,,Gawri,I
,gwd,L,,,,Gawwada,I
,gwe,L,,,,Gweno,I
,gwf,L,,,,Gowro,I
,gwg,L,,,,Moo,I
,gwi,L,,gwi,gwi,Gwichʼin,I
,gwj,L,,,,ǀGwi,I
,gwm,E,,,,Awngthim,I
,gwn,L,,,,Gwandara,I
,gwr,L,,,,Gwere,I
,gwt,L,,,,Gawar-Bati,I
,gwu,E,,,,Guwamu,I
,gww,L,,,,Kwini,I
,gwx,L,,,,Gua,I
,gxx,L,,,,Wè Southern,I
,gya,L,,,,Northwest Gbaya,I
,gyb,L,,,,Garus,I
,gyd,L,,,,Kayardild,I
,gye,L,,,,Gyem,I
,gyf,E,,,,Gungabula,I
,gyg,L,,,,Gbayi,I
,gyi,L,,,,Gyele,I
,gyl,L,,,,Gayil,I
,gym,L,,,,Ngäbere,I
,gyn,L,,,,Guyanese Creole English,I
,gyo,L,,,,Gyalsumdo,I
,gyr,L,,,,Guarayu,I
,gyy,E,,,,Gunya,I
,gyz,L,,,,Geji,I
,gza,L,,,,Ganza,I
,gzi,L,,,,Gazi,I
,gzn,L,,,,Gane,I
,haa,L,,,,Hän,I
,hab,L,,,,Hanoi Sign Language,I
,hac,L,,,,Gurani,I
,had,L,,,,Hatam,I
,hae,L,,,,Eastern Oromo,I
,haf,L,,,,Haiphong Sign Language,I
,hag,L,,,,Hanga,I
,hah,L,,,,Hahon,I
,hai,L,,hai,hai,Haida,M
,haj,L,,,,Hajong,I
,hak,L,,,,Hakka Chinese,I
,hal,L,,,,Halang,I
,ham,L,,,,Hewa,I
,han,L,,,,Hangaza,I
,hao,L,,,,Hakö,I
,hap,L,,,,Hupla,I
,haq,L,,,,Ha,I
,har,L,,,,Harari,I
,has,L,,,,Haisla,I
,hat,L,ht,hat,hat,Haitian,I
,hau,L,ha,hau,hau,Hausa,I
,hav,L,,,,Havu,I
,haw,L,,haw,haw,Hawaiian,I
,hax,L,,,,Southern Haida,I
,hay,L,,,,Haya,I
,haz,L,,,,Hazaragi,I
,hba,L,,,,Hamba,I
,hbb,L,,,,Huba,I
,hbn,L,,,,Heiban,I
,hbo,H,,,,Ancient Hebrew,I
Code element for 639-1 has been deprecated,hbs,L,sh,,,Serbo-Croatian,M
,hbu,L,,,,Habu,I
,hca,L,,,,Andaman Creole Hindi,I
,hch,L,,,,Huichol,I
,hdn,L,,,,Northern Haida,I
,hds,L,,,,Honduras Sign Language,I
,hdy,L,,,,Hadiyya,I
,hea,L,,,,Northern Qiandong Miao,I
,heb,L,he,heb,heb,Hebrew,I
,hed,L,,,,Herdé,I
,heg,L,,,,Helong,I
,heh,L,,,,Hehe,I
,hei,L,,,,Heiltsuk,I
,hem,L,,,,Hemba,I
,her,L,hz,her,her,Herero,I
,hgm,L,,,,Haiǁom,I
,hgw,L,,,,Haigwai,I
,hhi,L,,,,Hoia Hoia,I
,hhr,L,,,,Kerak,I
,hhy,L,,,,Hoyahoya,I
,hia,L,,,,Lamang,I
,hib,E,,,,Hibito,I
,hid,L,,,,Hidatsa,I
,hif,L,,,,Fiji Hindi,I
,hig,L,,,,Kamwe,I
,hih,L,,,,Pamosu,I
,hii,L,,,,Hinduri,I
,hij,L,,,,Hijuk,I
,hik,L,,,,Seit-Kaitetu,I
,hil,L,,hil,hil,Hiligaynon,I
,hin,L,hi,hin,hin,Hindi,I
,hio,L,,,,Tsoa,I
,hir,L,,,,Himarimã,I
,hit,H,,hit,hit,Hittite,I
,hiw,L,,,,Hiw,I
,hix,L,,,,Hixkaryána,I
,hji,L,,,,Haji,I
,hka,L,,,,Kahe,I
,hke,L,,,,Hunde,I
,hkh,L,,,,Khah,I
,hkk,L,,,,Hunjara-Kaina Ke,I
,hkn,L,,,,Mel-Khaonh,I
,hks,L,,,,Hong Kong Sign Language,I
,hla,L,,,,Halia,I
,hlb,L,,,,Halbi,I
,hld,L,,,,Halang Doan,I
,hle,L,,,,Hlersu,I
,hlt,L,,,,Matu Chin,I
,hlu,H,,,,Hieroglyphic Luwian,I
,hma,L,,,,Southern Mashan Hmong,I
,hmb,L,,,,Humburi Senni Songhay,I
,hmc,L,,,,Central Huishui Hmong,I
,hmd,L,,,,Large Flowery Miao,I
,hme,L,,,,Eastern Huishui Hmong,I
,hmf,L,,,,Hmong Don,I
,hmg,L,,,,Southwestern Guiyang Hmong,I
,hmh,L,,,,Southwestern Huishui Hmong,I
,hmi,L,,,,Northern Huishui Hmong,I
,hmj,L,,,,Ge,I
,hmk,H,,,,Maek,I
,hml,L,,,,Luopohe Hmong,I
,hmm,L,,,,Central Mashan Hmong,I
,hmn,L,,hmn,hmn,Hmong,M
,hmo,L,ho,hmo,hmo,Hiri Motu,I
,hmp,L,,,,Northern Mashan Hmong,I
,hmq,L,,,,Eastern Qiandong Miao,I
,hmr,L,,,,Hmar,I
,hms,L,,,,Southern Qiandong Miao,I
,hmt,L,,,,Hamtai,I
,hmu,L,,,,Hamap,I
,hmv,L,,,,Hmong Dô,I
,hmw,L,,,,Western Mashan Hmong,I
,hmy,L,,,,Southern Guiyang Hmong,I
,hmz,L,,,,Hmong Shua,I
,hna,L,,,,Mina (Cameroon),I
,hnd,L,,,,Southern Hindko,I
,hne,L,,,,Chhattisgarhi,I
,hng,L,,,,Hungu,I
,hnh,L,,,,ǁAni,I
,hni,L,,,,Hani,I
,hnj,L,,,,Hmong Njua,I
,hnm,L,,,,Hainanese,I
,hnn,L,,,,Hanunoo,I
,hno,L,,,,Northern Hindko,I
,hns,L,,,,Caribbean Hindustani,I
,hnu,L,,,,Hung,I
,hoa,L,,,,Hoava,I
,hob,L,,,,Mari (Madang Province),I
,hoc,L,,,,Ho,I
,hod,E,,,,Holma,I
,hoe,L,,,,Horom,I
,hoh,L,,,,Hobyót,I
,hoi,L,,,,Holikachuk,I
,hoj,L,,,,Hadothi,I
,hol,L,,,,Holu,I
,hom,E,,,,Homa,I
,hoo,L,,,,Holoholo,I
,hop,L,,,,Hopi,I
,hor,E,,,,Horo,I
,hos,L,,,,Ho Chi Minh City Sign Language,I
,hot,L,,,,Hote,I
,hov,L,,,,Hovongan,I
,how,L,,,,Honi,I
,hoy,L,,,,Holiya,I
,hoz,L,,,,Hozo,I
,hpo,E,,,,Hpon,I
,hps,L,,,,Hawai'i Sign Language (HSL),I
,hra,L,,,,Hrangkhol,I
,hrc,L,,,,Niwer Mil,I
,hre,L,,,,Hre,I
,hrk,L,,,,Haruku,I
,hrm,L,,,,Horned Miao,I
,hro,L,,,,Haroi,I
,hrp,E,,,,Nhirrpi,I
,hrt,L,,,,Hértevin,I
,hru,L,,,,Hruso,I
,hrv,L,hr,hrv,hrv,Croatian,I
,hrw,L,,,,Warwar Feni,I
,hrx,L,,,,Hunsrik,I
,hrz,L,,,,Harzani,I
,hsb,L,,hsb,hsb,Upper Sorbian,I
,hsh,L,,,,Hungarian Sign Language,I
,hsl,L,,,,Hausa Sign Language,I
,hsn,L,,,,Xiang Chinese,I
,hss,L,,,,Harsusi,I
,hti,E,,,,Hoti,I
,hto,L,,,,Minica Huitoto,I
,hts,L,,,,Hadza,I
,htu,L,,,,Hitu,I
,htx,H,,,,Middle Hittite,I
,hub,L,,,,Huambisa,I
,huc,L,,,,ǂHua,I
,hud,L,,,,Huaulu,I
,hue,L,,,,San Francisco Del Mar Huave,I
,huf,L,,,,Humene,I
,hug,L,,,,Huachipaeri,I
,huh,L,,,,Huilliche,I
,hui,L,,,,Huli,I
,huj,L,,,,Northern Guiyang Hmong,I
,huk,E,,,,Hulung,I
,hul,L,,,,Hula,I
,hum,L,,,,Hungana,I
,hun,L,hu,hun,hun,Hungarian,I
,huo,L,,,,Hu,I
,hup,L,,hup,hup,Hupa,I
,huq,L,,,,Tsat,I
,hur,L,,,,Halkomelem,I
,hus,L,,,,Huastec,I
,hut,L,,,,Humla,I
,huu,L,,,,Murui Huitoto,I
,huv,L,,,,San Mateo Del Mar Huave,I
,huw,E,,,,Hukumina,I
,hux,L,,,,Nüpode Huitoto,I
,huy,L,,,,Hulaulá,I
,huz,L,,,,Hunzib,I
,hvc,L,,,,Haitian Vodoun Culture Language,I
,hve,L,,,,San Dionisio Del Mar Huave,I
,hvk,L,,,,Haveke,I
,hvn,L,,,,Sabu,I
,hvv,L,,,,Santa María Del Mar Huave,I
,hwa,L,,,,Wané,I
,hwc,L,,,,Hawai'i Creole English,I
,hwo,L,,,,Hwana,I
,hya,L,,,,Hya,I
,hye,L,hy,arm,hye,Armenian,I
,hyw,L,,,,Western Armenian,I
,iai,L,,,,Iaai,I
,ian,L,,,,Iatmul,I
,iar,L,,,,Purari,I
,iba,L,,iba,iba,Iban,I
,ibb,L,,,,Ibibio,I
,ibd,L,,,,Iwaidja,I
,ibe,L,,,,Akpes,I
,ibg,L,,,,Ibanag,I
,ibh,L,,,,Bih,I
,ibl,L,,,,Ibaloi,I
,ibm,L,,,,Agoi,I
,ibn,L,,,,Ibino,I
,ibo,L,ig,ibo,ibo,Igbo,I
,ibr,L,,,,Ibuoro,I
,ibu,L,,,,Ibu,I
,iby,L,,,,Ibani,I
,ica,L,,,,Ede Ica,I
,ich,L,,,,Etkywan,I
,icl,L,,,,Icelandic Sign Language,I
,icr,L,,,,Islander Creole English,I
,ida,L,,,,Idakho-Isukha-Tiriki,I
,idb,L,,,,Indo-Portuguese,I
,idc,L,,,,Idon,I
,idd,L,,,,Ede Idaca,I
,ide,L,,,,Idere,I
,idi,L,,,,Idi,I
,ido,C,io,ido,ido,Ido,I
,idr,L,,,,Indri,I
,ids,L,,,,Idesa,I
,idt,L,,,,Idaté,I
,idu,L,,,,Idoma,I
,ifa,L,,,,Amganad Ifugao,I
,ifb,L,,,,Batad Ifugao,I
,ife,L,,,,Ifè,I
,iff,E,,,,Ifo,I
,ifk,L,,,,Tuwali Ifugao,I
,ifm,L,,,,Teke-Fuumu,I
,ifu,L,,,,Mayoyao Ifugao,I
,ify,L,,,,Keley-I Kallahan,I
,igb,L,,,,Ebira,I
,ige,L,,,,Igede,I
,igg,L,,,,Igana,I
,igl,L,,,,Igala,I
,igm,L,,,,Kanggape,I
,ign,L,,,,Ignaciano,I
,igo,L,,,,Isebe,I
,igs,C,,,,Interglossa,I
,igw,L,,,,Igwe,I
,ihb,L,,,,Iha Based Pidgin,I
,ihi,L,,,,Ihievbe,I
,ihp,L,,,,Iha,I
,ihw,E,,,,Bidhawal,I
,iii,L,ii,iii,iii,Sichuan Yi,I
,iin,E,,,,Thiin,I
,ijc,L,,,,Izon,I
,ije,L,,,,Biseni,I
,ijj,L,,,,Ede Ije,I
,ijn,L,,,,Kalabari,I
,ijs,L,,,,Southeast Ijo,I
,ike,L,,,,Eastern Canadian Inuktitut,I
,ikh,L,,,,Ikhin-Arokho,I
,iki,L,,,,Iko,I
,ikk,L,,,,Ika,I
,ikl,L,,,,Ikulu,I
,iko,L,,,,Olulumo-Ikom,I
,ikp,L,,,,Ikpeshi,I
,ikr,E,,,,Ikaranggal,I
,iks,L,,,,Inuit Sign Language,I
,ikt,L,,,,Inuinnaqtun,I
,iku,L,iu,iku,iku,Inuktitut,M
,ikv,L,,,,Iku-Gora-Ankwa,I
,ikw,L,,,,Ikwere,I
,ikx,L,,,,Ik,I
,ikz,L,,,,Ikizu,I
,ila,L,,,,Ile Ape,I
,ilb,L,,,,Ila,I
,ile,C,ie,ile,ile,Interlingue,I
,ilg,E,,,,Garig-Ilgar,I
,ili,L,,,,Ili Turki,I
,ilk,L,,,,Ilongot,I
,ilm,L,,,,Iranun (Malaysia),I
,ilo,L,,ilo,ilo,Iloko,I
,ilp,L,,,,Iranun (Philippines),I
,ils,L,,,,International Sign,I
,ilu,L,,,,Ili'uun,I
,ilv,L,,,,Ilue,I
,ima,L,,,,Mala Malasar,I
,imi,L,,,,Anamgura,I
,iml,E,,,,Miluk,I
,imn,L,,,,Imonda,I
,imo,L,,,,Imbongu,I
,imr,L,,,,Imroing,I
,ims,H,,,,Marsian,I
,imt,L,,,,Imotong,I
,imy,H,,,,Milyan,I
,ina,C,ia,ina,ina,Interlingua (International Auxiliary Language Association),I
,inb,L,,,,Inga,I
,ind,L,id,ind,ind,Indonesian,I
,ing,L,,,,Degexit'an,I
,inh,L,,inh,inh,Ingush,I
,inj,L,,,,Jungle Inga,I
,inl,L,,,,Indonesian Sign Language,I
,inm,H,,,,Minaean,I
,inn,L,,,,Isinai,I
,ino,L,,,,Inoke-Yate,I
,inp,L,,,,Iñapari,I
,ins,L,,,,Indian Sign Language,I
,int,L,,,,Intha,I
,inz,E,,,,Ineseño,I
,ior,L,,,,Inor,I
,iou,L,,,,Tuma-Irumu,I
,iow,E,,,,Iowa-Oto,I
,ipi,L,,,,Ipili,I
,ipk,L,ik,ipk,ipk,Inupiaq,M
,ipo,L,,,,Ipiko,I
,iqu,L,,,,Iquito,I
,iqw,L,,,,Ikwo,I
,ire,L,,,,Iresim,I
,irh,L,,,,Irarutu,I
,iri,L,,,,Rigwe,I
,irk,L,,,,Iraqw,I
,irn,L,,,,Irántxe,I
,irr,L,,,,Ir,I
,iru,L,,,,Irula,I
,irx,L,,,,Kamberau,I
,iry,L,,,,Iraya,I
,isa,L,,,,Isabi,I
,isc,L,,,,Isconahua,I
,isd,L,,,,Isnag,I
,ise,L,,,,Italian Sign Language,I
,isg,L,,,,Irish Sign Language,I
,ish,L,,,,Esan,I
,isi,L,,,,Nkem-Nkum,I
,isk,L,,,,Ishkashimi,I
,isl,L,is,ice,isl,Icelandic,I
,ism,L,,,,Masimasi,I
,isn,L,,,,Isanzu,I
,iso,L,,,,Isoko,I
,isr,L,,,,Israeli Sign Language,I
,ist,L,,,,Istriot,I
,isu,L,,,,Isu (Menchum Division),I
,isv,C,,,,Interslavic,I
,ita,L,it,ita,ita,Italian,I
,itb,L,,,,Binongan Itneg,I
,itd,L,,,,Southern Tidung,I
,ite,E,,,,Itene,I
,iti,L,,,,Inlaod Itneg,I
,itk,L,,,,Judeo-Italian,I
,itl,L,,,,Itelmen,I
,itm,L,,,,Itu Mbon Uzo,I
,ito,L,,,,Itonama,I
,itr,L,,,,Iteri,I
,its,L,,,,Isekiri,I
,itt,L,,,,Maeng Itneg,I
,itv,L,,,,Itawit,I
,itw,L,,,,Ito,I
,itx,L,,,,Itik,I
,ity,L,,,,Moyadan Itneg,I
,itz,L,,,,Itzá,I
,ium,L,,,,Iu Mien,I
,ivb,L,,,,Ibatan,I
,ivv,L,,,,Ivatan,I
,iwk,L,,,,I-Wak,I
,iwm,L,,,,Iwam,I
,iwo,L,,,,Iwur,I
,iws,L,,,,Sepik Iwam,I
,ixc,L,,,,Ixcatec,I
,ixl,L,,,,Ixil,I
,iya,L,,,,Iyayu,I
,iyo,L,,,,Mesaka,I
,iyx,L,,,,Yaka (Congo),I
,izh,L,,,,Ingrian,I
,izm,L,,,,Kizamani,I
,izr,L,,,,Izere,I
,izz,L,,,,Izii,I
,jaa,L,,,,Jamamadí,I
,jab,L,,,,Hyam,I
,jac,L,,,,Popti',I
,jad,L,,,,Jahanka,I
,jae,L,,,,Yabem,I
,jaf,L,,,,Jara,I
,jah,L,,,,Jah Hut,I
,jaj,L,,,,Zazao,I
,jak,L,,,,Jakun,I
,jal,L,,,,Yalahatan,I
,jam,L,,,,Jamaican Creole English,I
,jan,E,,,,Jandai,I
,jao,L,,,,Yanyuwa,I
,jaq,L,,,,Yaqay,I
,jas,L,,,,New Caledonian Javanese,I
,jat,L,,,,Jakati,I
,jau,L,,,,Yaur,I
,jav,L,jv,jav,jav,Javanese,I
,jax,L,,,,Jambi Malay,I
,jay,L,,,,Yan-nhangu,I
,jaz,L,,,,Jawe,I
,jbe,L,,,,Judeo-Berber,I
,jbi,E,,,,Badjiri,I
,jbj,L,,,,Arandai,I
,jbk,L,,,,Barikewa,I
,jbm,L,,,,Bijim,I
,jbn,L,,,,Nafusi,I
,jbo,C,,jbo,jbo,Lojban,I
,jbr,L,,,,Jofotek-Bromnya,I
,jbt,L,,,,Jabutí,I
,jbu,L,,,,Jukun Takum,I
,jbw,E,,,,Yawijibaya,I
,jcs,L,,,,Jamaican Country Sign Language,I
,jct,L,,,,Krymchak,I
,jda,L,,,,Jad,I
,jdg,L,,,,Jadgali,I
,jdt,L,,,,Judeo-Tat,I
,jeb,L,,,,Jebero,I
,jee,L,,,,Jerung,I
,jeh,L,,,,Jeh,I
,jei,L,,,,Yei,I
,jek,L,,,,Jeri Kuo,I
,jel,L,,,,Yelmek,I
,jen,L,,,,Dza,I
,jer,L,,,,Jere,I
,jet,L,,,,Manem,I
,jeu,L,,,,Jonkor Bourmataguil,I
,jgb,E,,,,Ngbee,I
,jge,L,,,,Judeo-Georgian,I
,jgk,L,,,,Gwak,I
,jgo,L,,,,Ngomba,I
,jhi,L,,,,Jehai,I
,jhs,L,,,,Jhankot Sign Language,I
,jia,L,,,,Jina,I
,jib,L,,,,Jibu,I
,jic,L,,,,Tol,I
,jid,L,,,,Bu (Kaduna State),I
,jie,L,,,,Jilbe,I
,jig,L,,,,Jingulu,I
,jih,L,,,,sTodsde,I
,jii,L,,,,Jiiddu,I
,jil,L,,,,Jilim,I
,jim,L,,,,Jimi (Cameroon),I
,jio,L,,,,Jiamao,I
,jiq,L,,,,Guanyinqiao,I
,jit,L,,,,Jita,I
,jiu,L,,,,Youle Jinuo,I
,jiv,L,,,,Shuar,I
,jiy,L,,,,Buyuan Jinuo,I
,jje,L,,,,Jejueo,I
,jjr,L,,,,Bankal,I
,jka,L,,,,Kaera,I
,jkm,L,,,,Mobwa Karen,I
,jko,L,,,,Kubo,I
,jkp,L,,,,Paku Karen,I
,jkr,L,,,,Koro (India),I
,jks,L,,,,Amami Koniya Sign Language,I
,jku,L,,,,Labir,I
,jle,L,,,,Ngile,I
,jls,L,,,,Jamaican Sign Language,I
,jma,L,,,,Dima,I
,jmb,L,,,,Zumbun,I
,jmc,L,,,,Machame,I
,jmd,L,,,,Yamdena,I
,jmi,L,,,,Jimi (Nigeria),I
,jml,L,,,,Jumli,I
,jmn,L,,,,Makuri Naga,I
,jmr,L,,,,Kamara,I
,jms,L,,,,Mashi (Nigeria),I
,jmw,L,,,,Mouwase,I
,jmx,L,,,,Western Juxtlahuaca Mixtec,I
,jna,L,,,,Jangshung,I
,jnd,L,,,,Jandavra,I
,jng,E,,,,Yangman,I
,jni,L,,,,Janji,I
,jnj,L,,,,Yemsa,I
,jnl,L,,,,Rawat,I
,jns,L,,,,Jaunsari,I
,job,L,,,,Joba,I
,jod,L,,,,Wojenaka,I
,jog,L,,,,Jogi,I
,jor,E,,,,Jorá,I
,jos,L,,,,Jordanian Sign Language,I
,jow,L,,,,Jowulu,I
,jpa,H,,,,Jewish Palestinian Aramaic,I
,jpn,L,ja,jpn,jpn,Japanese,I
,jpr,L,,jpr,jpr,Judeo-Persian,I
,jqr,L,,,,Jaqaru,I
,jra,L,,,,Jarai,I
,jrb,L,,jrb,jrb,Judeo-Arabic,M
,jrr,L,,,,Jiru,I
,jrt,L,,,,Jakattoe,I
,jru,L,,,,Japrería,I
,jsl,L,,,,Japanese Sign Language,I
,jua,L,,,,Júma,I
,jub,L,,,,Wannu,I
,juc,H,,,,Jurchen,I
,jud,L,,,,Worodougou,I
,juh,L,,,,Hõne,I
,jui,E,,,,Ngadjuri,I
,juk,L,,,,Wapan,I
,jul,L,,,,Jirel,I
,jum,L,,,,Jumjum,I
,jun,L,,,,Juang,I
,juo,L,,,,Jiba,I
,jup,L,,,,Hupdë,I
,jur,L,,,,Jurúna,I
,jus,L,,,,Jumla Sign Language,I
,jut,H,,,,Jutish,I
,juu,L,,,,Ju,I
,juw,L,,,,Wãpha,I
,juy,L,,,,Juray,I
,jvd,L,,,,Javindo,I
,jvn,L,,,,Caribbean Javanese,I
,jwi,L,,,,Jwira-Pepesa,I
,jya,L,,,,Jiarong,I
,jye,L,,,,Judeo-Yemeni Arabic,I
,jyy,L,,,,Jaya,I
,kaa,L,,kaa,kaa,Kara-Kalpak,I
,kab,L,,kab,kab,Kabyle,I
,kac,L,,kac,kac,Kachin,I
,kad,L,,,,Adara,I
,kae,E,,,,Ketangalan,I
,kaf,L,,,,Katso,I
,kag,L,,,,Kajaman,I
,kah,L,,,,Kara (Central African Republic),I
,kai,L,,,,Karekare,I
,kaj,L,,,,Jju,I
,kak,L,,,,Kalanguya,I
,kal,L,kl,kal,kal,Kalaallisut,I
,kam,L,,kam,kam,Kamba (Kenya),I
,kan,L,kn,kan,kan,Kannada,I
,kao,L,,,,Xaasongaxango,I
,kap,L,,,,Bezhta,I
,kaq,L,,,,Capanahua,I
,kas,L,ks,kas,kas,Kashmiri,I
,kat,L,ka,geo,kat,Georgian,I
,kau,L,kr,kau,kau,Kanuri,M
,kav,L,,,,Katukína,I
,kaw,H,,kaw,kaw,Kawi,I
,kax,L,,,,Kao,I
,kay,L,,,,Kamayurá,I
,kaz,L,kk,kaz,kaz,Kazakh,I
,kba,E,,,,Kalarko,I
,kbb,E,,,,Kaxuiâna,I
,kbc,L,,,,Kadiwéu,I
,kbd,L,,kbd,kbd,Kabardian,I
,kbe,L,,,,Kanju,I
,kbg,L,,,,Khamba,I
,kbh,L,,,,Camsá,I
,kbi,L,,,,Kaptiau,I
,kbj,L,,,,Kari,I
,kbk,L,,,,Grass Koiari,I
,kbl,L,,,,Kanembu,I
,kbm,L,,,,Iwal,I
,kbn,L,,,,Kare (Central African Republic),I
,kbo,L,,,,Keliko,I
,kbp,L,,,,Kabiyè,I
,kbq,L,,,,Kamano,I
,kbr,L,,,,Kafa,I
,kbs,L,,,,Kande,I
,kbt,L,,,,Abadi,I
,kbu,L,,,,Kabutra,I
,kbv,L,,,,Dera (Indonesia),I
,kbw,L,,,,Kaiep,I
,kbx,L,,,,Ap Ma,I
,kby,L,,,,Manga Kanuri,I
,kbz,L,,,,Duhwa,I
,kca,L,,,,Khanty,I
,kcb,L,,,,Kawacha,I
,kcc,L,,,,Lubila,I
,kcd,L,,,,Ngkâlmpw Kanum,I
,kce,L,,,,Kaivi,I
,kcf,L,,,,Ukaan,I
,kcg,L,,,,Tyap,I
,kch,L,,,,Vono,I
,kci,L,,,,Ngyian,I
,kcj,L,,,,Kobiana,I
,kck,L,,,,Kalanga,I
,kcl,L,,,,Kela (Papua New Guinea),I
,kcm,L,,,,Gula (Central African Republic),I
,kcn,L,,,,Nubi,I
,kco,L,,,,Kinalakna,I
,kcp,L,,,,Kanga,I
,kcq,L,,,,Kamo,I
,kcr,L,,,,Katla,I
,kcs,L,,,,Koenoem,I
,kct,L,,,,Kaian,I
,kcu,L,,,,Kami (Tanzania),I
,kcv,L,,,,Kete,I
,kcw,L,,,,Kabwari,I
,kcx,L,,,,Kachama-Ganjule,I
,kcy,L,,,,Korandje,I
,kcz,L,,,,Konongo,I
,kda,E,,,,Worimi,I
,kdc,L,,,,Kutu,I
,kdd,L,,,,Yankunytjatjara,I
,kde,L,,,,Makonde,I
,kdf,L,,,,Mamusi,I
,kdg,L,,,,Seba,I
,kdh,L,,,,Tem,I
,kdi,L,,,,Kumam,I
,kdj,L,,,,Karamojong,I
,kdk,L,,,,Numèè,I
,kdl,L,,,,Tsikimba,I
,kdm,L,,,,Kagoma,I
,kdn,L,,,,Kunda,I
,kdp,L,,,,Kaningdon-Nindem,I
,kdq,L,,,,Koch,I
,kdr,L,,,,Karaim,I
,kdt,L,,,,Kuy,I
,kdu,L,,,,Kadaru,I
,kdw,L,,,,Koneraw,I
,kdx,L,,,,Kam,I
,kdy,L,,,,Keder,I
,kdz,L,,,,Kwaja,I
,kea,L,,,,Kabuverdianu,I
,keb,L,,,,Kélé,I
,kec,L,,,,Keiga,I
,ked,L,,,,Kerewe,I
,kee,L,,,,Eastern Keres,I
,kef,L,,,,Kpessi,I
,keg,L,,,,Tese,I
,keh,L,,,,Keak,I
,kei,L,,,,Kei,I
,kej,L,,,,Kadar,I
,kek,L,,,,Kekchí,I
,kel,L,,,,Kela (Democratic Republic of Congo),I
,kem,L,,,,Kemak,I
,ken,L,,,,Kenyang,I
,keo,L,,,,Kakwa,I
,kep,L,,,,Kaikadi,I
,keq,L,,,,Kamar,I
,ker,L,,,,Kera,I
,kes,L,,,,Kugbo,I
,ket,L,,,,Ket,I
,keu,L,,,,Akebu,I
,kev,L,,,,Kanikkaran,I
,kew,L,,,,West Kewa,I
,kex,L,,,,Kukna,I
,key,L,,,,Kupia,I
,kez,L,,,,Kukele,I
,kfa,L,,,,Kodava,I
,kfb,L,,,,Northwestern Kolami,I
,kfc,L,,,,Konda-Dora,I
,kfd,L,,,,Korra Koraga,I
,kfe,L,,,,Kota (India),I
,kff,L,,,,Koya,I
,kfg,L,,,,Kudiya,I
,kfh,L,,,,Kurichiya,I
,kfi,L,,,,Kannada Kurumba,I
,kfj,L,,,,Kemiehua,I
,kfk,L,,,,Kinnauri,I
,kfl,L,,,,Kung,I
,kfm,L,,,,Khunsari,I
,kfn,L,,,,Kuk,I
,kfo,L,,,,Koro (Côte d'Ivoire),I
,kfp,L,,,,Korwa,I
,kfq,L,,,,Korku,I
,kfr,L,,,,Kachhi,I
,kfs,L,,,,Bilaspuri,I
,kft,L,,,,Kanjari,I
,kfu,L,,,,Katkari,I
,kfv,L,,,,Kurmukar,I
,kfw,L,,,,Kharam Naga,I
,kfx,L,,,,Kullu Pahari,I
,kfy,L,,,,Kumaoni,I
,kfz,L,,,,Koromfé,I
,kga,L,,,,Koyaga,I
,kgb,L,,,,Kawe,I
,kge,L,,,,Komering,I
,kgf,L,,,,Kube,I
,kgg,L,,,,Kusunda,I
,kgi,L,,,,Selangor Sign Language,I
,kgj,L,,,,Gamale Kham,I
,kgk,L,,,,Kaiwá,I
,kgl,E,,,,Kunggari,I
,kgn,L,,,,Karingani,I
,kgo,L,,,,Krongo,I
,kgp,L,,,,Kaingang,I
,kgq,L,,,,Kamoro,I
,kgr,L,,,,Abun,I
,kgs,L,,,,Kumbainggar,I
,kgt,L,,,,Somyev,I
,kgu,L,,,,Kobol,I
,kgv,L,,,,Karas,I
,kgw,L,,,,Karon Dori,I
,kgx,L,,,,Kamaru,I
,kgy,L,,,,Kyerung,I
,kha,L,,kha,kha,Khasi,I
,khb,L,,,,Lü,I
,khc,L,,,,Tukang Besi North,I
,khd,L,,,,Bädi Kanum,I
,khe,L,,,,Korowai,I
,khf,L,,,,Khuen,I
,khg,L,,,,Khams Tibetan,I
,khh,L,,,,Kehu,I
,khj,L,,,,Kuturmi,I
,khk,L,,,,Halh Mongolian,I
,khl,L,,,,Lusi,I
,khm,L,km,khm,khm,Khmer,I
,khn,L,,,,Khandesi,I
